review,rating,date,bank,source,app_version,thumbs_up,scrape_date
It says you are debited 20birr but it transfers another 10 birr with it I don't understand if it's under their rules,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
This is the best transaction app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
በጣም ጥሩ ነው እናመሰግናለይ ኑራችን ቀላል ስለዳረገቹልን,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It functions to the most part until you need it. The most common flaw is when you send money to another bank account. It shows error but the money is actually gone. I paid twice at least 4 times because of this.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,14,6/7/2025
Good appl,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Best mobile banking application,it makes it easy for any of my financial transactions",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
This app is update not yet,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
ይመቻችሁ,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
CBE birr app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
መጣም በጣም ተመችቶኛል በተላይ ነፃ ብድር ቢኖረው,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It's a best application to exchange our money in a best speed and time saving way,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Ibrahim mahamed,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Hedduu bareda,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
How can I link with my CBEbirr wallet.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"Exchange rate is not applicable or not functional,what is the reason ?",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
I used for more than two years although needs improvements...,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
1 year,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,95,6/7/2025
Good service at Baburehama branch,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
First and best Online banking in Ethiopia,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
Best application! You have to upgrade additional services like help to withdraw card less amount from ATM machine.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
ስማርት አፕፕስ!!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It is best easy to use fast and trustworthy,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Some transaction is not going to be processed accordingly. Which going to take 3-5days which is not completely right. since this bank has mass of customers. However, It should be considered as the money can be needed for emergency purposes.",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
The Best Mobile Banking App In Ethiopia,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1293,6/7/2025
Verey excellent,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Afgkk,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
it is not well functional. It always sluggish and poor application.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
በጣም ምቹና ቀልጣፋ አፓ ነው,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
A useless application that doesn't work.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Can not synchronize,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
"Amazing,fast andvaluable application for 🇪🇹 citizens",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It's very suitable app for using,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"App needs lots of updates to accomodate more demographic for Ethiopians leaving overseas. - Ability to use user name and password to use the application. People leaving over seas if they lose their phone, they can't have access to the application again unless u got to Ethiopia and activated it on the new phone! That's rediocoulus. - This application seems like it's a transfer application, not a bank application. I should be able to do more things such as viewing bank statements and more....",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,11,6/7/2025
Some time network problems,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Government Bank,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
It is help full ilike it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Helpful app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Why don't work,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Absolutely terrible App,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Love,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
From all commercial banks in Ethiopia this app is very easy to use and the fastest one From other banks Mobile banking app.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Recently I have been struggling accessing Cbe app with safaricom network... why???,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
it's better,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It is good application,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Banking,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Wow good,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"No proper transaction is being recorded or presented on your the UI, the main features of the app is not working properly yet they have so many service in the app",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
በጣም አሪፍ እና ለአጠቃቀም ቀላል ነው,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
mirx appk,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
There is no option even to check your transactions. And is not users friendly.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
DANTRO BAND,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Fuad Abduraman,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Thanks to the number of branches. Mobile banking is not very satisfactory.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
መቼም ይሻላል 889ከመዛግ በርቱ,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
it is not good it's like eka eka chewata,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Increadable app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
I like it this app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
You're genuine,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.2,0,6/7/2025
It is good and best app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Aftamuu,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Good aps 4ever,",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
To Day not working why,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
ለምንድነው ብር ከተላላክን በኋላ Transaction history የማያሳየን ?,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Ooo best app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Very fast and simple transfer app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
its nice,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Links,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"The app only work on working hour from 8 am-5pm it dont work at night or early in the morning, why do we need it then...try to fix it.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
ITS So easy and fast ✔✔✔✔✔✔✔,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"The app is simple, fast, and convenient to use.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Simple and well built,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Cool,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
I can't change my pin.😢,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
My account number All contact,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Best up i love it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Yes. Ok,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Very nice and attractive application,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Connection,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Great app,",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It's game changer application,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"This has so many bugs and doesn't update transaction logs in time, to make it worse it shows error message when you send money but deducts from account at same time but never lets you know that the transaction was successful. And it has very annoying greeting notification.",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,20,6/7/2025
So simple to use and Easier than even MB,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Best app i really like it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Wow Nice App,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Wow absolutely best app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Not wotking properly & shows payment failed but already sent z found . this is so bad for country bank app😂,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
በጣም አስደሳች ነው ግን transfer to own Tellbire የሚለው ላይ transfer ot other Tellbire የሚል ቢጨመር,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Best mobile app ever,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
very very best,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
That's is really good 👍 I like CBE,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Ok 99%,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
አንደኛ ነው ፈጣን ምቹ ቀላል ሳልነካው አልውልም #1ኛነው,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Fahti Kamaal,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
compaatble cbe,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Very poor and very disgusting,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
goodgoodgood,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,2,6/7/2025
Ok Bankii daladalaa Itoophayaa Anii noor mobile banking barbadaa,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
ለአጠቃቀም ቀላል የሆነ አሪፍ አፕ ነዉ።,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Best app for using and time saving,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
So very important app very useful.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Nice app but became inactive after being zippad &released ,plse solve such silly problem",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"Always says can't synchronize, while I have active internet access",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
This app is exceptionally fantastic!! Keep updating it!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It is my choice,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Download our app:,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
my mobile banking account app blocked please open Borana Zone yabello,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Good app but it not allowed me to link my ac with walet,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
This app is smart and simple to use.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Dobuony bandak jock,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
its very fast and active app,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
amezing app!!,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
it was good but it has some error by connection......,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Ow 🤞🤞🤞 cbe app mobanking,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Very nice application please add additional language commercial bank of Ethiopia back bone of Ethiopian economy,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
It is really nice application helped me a lot.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
I have one year experience.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Easy to use and also fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
"All those service interruptions... , When you update it stops working and to start using an new appliance you need to go to the bank to activate it... uff...",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,3,6/7/2025
Remla tem,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Good work,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Revolutionized ethiopian banking industry to another level I was amazed how it made contact my family easily,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It's not appropriate for Play store,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Fast and easy but there is delayance in refreshing,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"Not opening the account, very late",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Poor app please upgrade it Example add transfering to telebirr agent,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
Why not access in galaxy s7 edge??,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
Hamza kamal and,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,0,6/7/2025
❤❤❤❤❤,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,5.0.4,1,6/7/2025
